##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
 466	SDF 	0.00025355	Louisville International Airport, United States
 467	OKC 	0.00025344	Will Rogers World, United States
 468	GUA 	0.00025315	La Aurora, Guatemala
 469	IKT 	0.00025265	Irkutsk, Russia
 470	MPM 	0.00025239	Maputo, Mozambique
 471	WUX 	0.00025223	Wuxi Airport, China
 472	PVH 	0.00025176	Governador Jorge Teixeira De Oliveira, Brazil
 473	SSH 	0.00025072	Sharm El Sheikh Intl, Egypt
 474	PLU 	0.00025009	Pampulha Carlos Drummond De Andrade, Brazil
 475	BRE 	0.00024994	Neuenland, Germany
 476	GAL 	0.00024904	Edward G Pitka Sr, United States
 477	TRV 	0.00024456	Thiruvananthapuram Intl, India
 478	VTE 	0.00024391	Wattay Intl, Laos
 479	PVR 	0.00024385	Licenciado Gustavo Diaz Ordaz Intl, Mexico
 480	BDL 	0.00024317	Bradley Intl, United States
 481	RAB 	0.00024284	Tokua Airport, Papua New Guinea
 482	ZAG 	0.00024206	Zagreb, Croatia
 483	NYO 	0.00024134	Skavsta, Sweden
 484	VIX 	0.00024122	Goiabeiras, Brazil
 485	KUF 	0.00024045	Kurumoch, Russia
 486	PLS 	0.00024021	Providenciales, Turks and Caicos Islands
 487	KZN 	0.00023997	Kazan, Russia
 488	PIE 	0.00023996	St Petersburg Clearwater Intl, United States
 489	CWL 	0.00023990	Cardiff, United Kingdom
 490	HGU 	0.00023968	Mount Hagen, Papua New Guinea
 491	UAK 	0.00023957	Narsarsuaq, Greenland
 492	MDC 	0.00023917	Sam Ratulangi, Indonesia
 493	TRF 	0.00023911	Torp, Norway
 494	BJV 	0.00023783	Bodrum - Milas, Turkey
 495	REP 	0.00023532	Siem Reap, Cambodia
 496	KRR 	0.00023532	Pashkovskiy, Russia
 497	FLR 	0.00023530	Firenze, Italy
 498	STM 	0.00023495	Santarem, Brazil
 499	POS 	0.00023374	Piarco, Trinidad and Tobago
 500	DUR 	0.00023357	Durban Intl, South Africa
 501	RUN 	0.00023346	St Denis Gillot, Reunion
 502	YYT 	0.00023341	St Johns Intl, Canada
 503	YCB 	0.00023329	Cambridge Bay, Canada
 504	BGI 	0.00023310	Grantley Adams Intl, Barbados
 505	TSA 	0.00023284	Sungshan, Taiwan
 506	DAD 	0.00023260	Danang Intl, Vietnam
 507	CGR 	0.00023235	Campo Grande, Brazil
 508	LAE 	0.00023229	Nadzab, Papua New Guinea
 509	ORN 	0.00023102	Es Senia, Algeria
 510	YKQ 	0.00023077	Waskaganish Airport, Canada
 511	FYU 	0.00023004	Fort Yukon, United States
 512	HLD 	0.00022994	Dongshan, China
 513	TGU 	0.00022961	Toncontin Intl, Honduras
 514	MUA 	0.00022928	Munda Airport, Solomon Islands
 515	PRN 	0.00022925	Pristina, Serbia
 516	MDZ 	0.00022869	El Plumerillo, Argentina
 517	RYG 	0.00022846	Moss, Norway
 518	RAO 	0.00022708	Leite Lopes, Brazil
 519	YVQ 	0.00022655	Norman Wells, Canada
 520	PEW 	0.00022643	Peshawar Intl, Pakistan
 521	BRW 	0.00022592	Wiley Post Will Rogers Mem, United States
 522	LIF 	0.00022576	Lifou, New Caledonia
 523	PDL 	0.00022574	Ponta Delgada, Portugal
 524	JRO 	0.00022564	Kilimanjaro Intl, Tanzania
 525	AMQ 	0.00022535	Pattimura, Indonesia
 526	JOG 	0.00022502	Adi Sutjipto, Indonesia
 527	SRI 	0.00022489	Temindung, Indonesia
 528	PNQ 	0.00022370	Pune, India
 529	BLL 	0.00022341	Billund, Denmark
 530	ADQ 	0.00022195	Kodiak, United States
 531	PBI 	0.00022020	Palm Beach Intl, United States
 532	SHJ 	0.00022011	Sharjah Intl, United Arab Emirates
 533	JTR 	0.00021973	Santorini, Greece
 534	NOU 	0.00021859	La Tontouta, New Caledonia
 535	LBV 	0.00021794	Leon M Ba, Gabon
 536	PNH 	0.00021770	Phnom Penh Intl, Cambodia
 537	RGI 	0.00021682	Rangiroa, French Polynesia
 538	KGD 	0.00021660	Khrabrovo, Russia
 539	ZUH 	0.00021585	Zhuhai Airport, China
 540	ARH 	0.00021511	Talagi, Russia
 541	CCJ 	0.00021494	Calicut, India
 542	UFA 	0.00021469	Ufa, Russia
 543	BME 	0.00021443	Broome, Australia
 544	BZV 	0.00021393	Maya Maya, Congo (Brazzaville)
 545	HMO 	0.00021299	General Ignacio P Garcia Intl, Mexico
 546	BMA 	0.00021285	Bromma, Sweden
 547	TPS 	0.00021268	Trapani Birgi, Italy
 548	NBE 	0.00021266	Enfidha - Zine El Abidine Ben Ali International Airport, Tunisia
 549	BUF 	0.00021242	Buffalo Niagara Intl, United States
 550	BEN 	0.00021242	Benina, Libya
 551	GCM 	0.00021217	Owen Roberts Intl, Cayman Islands
 552	ORK 	0.00021167	Cork, Ireland
 553	VRN 	0.00021125	Villafranca, Italy
 554	AZI 	0.00021036	Bateen, United Arab Emirates
 555	TDD 	0.00021022	Tte Av Jorge Henrich Arauz, Bolivia
 556	TFN 	0.00020979	Tenerife Norte, Spain
 557	RNO 	0.00020971	Reno Tahoe Intl, United States
 558	SAP 	0.00020946	La Mesa Intl, Honduras
 559	ALB 	0.00020847	Albany Intl, United States
 560	OMA 	0.00020828	Eppley Afld, United States
 561	HFT 	0.00020807	Hammerfest Airport, Norway
 562	MUR 	0.00020783	Marudi, Malaysia
 563	KLG 	0.00020613	Kalskag Airport, United States
 564	COR 	0.00020536	Ambrosio L V Taravella, Argentina
 565	JIB 	0.00020414	Ambouli International Airport, Djibouti
 566	STT 	0.00020408	Cyril E King, Virgin Islands
 567	PKU 	0.00020347	Sultan Syarif Kasim Ii, Indonesia
 568	UUS 	0.00020282	Khomutovo, Russia
 569	PTP 	0.00020266	Le Raizet, Guadeloupe
 570	YTL 	0.00020183	Big Trout Lake Airport, Canada
 571	LIL 	0.00020162	Lesquin, France
 572	OSS 	0.00020042	Osh, Kyrgyzstan
 573	RIA 	0.00020034	Santa Maria Airport, Brazil
 574	WWK 	0.00019981	Wewak Intl, Papua New Guinea
 575	BZE 	0.00019873	Philip S W Goldson Intl, Belize
 576	SOQ 	0.00019844	Jefman, Indonesia
 577	DVO 	0.00019773	Francisco Bangoy International, Philippines
 578	PMV 	0.00019718	Del Caribe Intl Gen Santiago Marino, Venezuela
 579	ROV 	0.00019711	Rostov Na Donu, Russia
 580	BHM 	0.00019709	Birmingham Intl, United States
 581	KGX 	0.00019705	Grayling Airport, United States
 582	KOA 	0.00019701	Kona Intl At Keahole, United States
 583	SCC 	0.00019683	Deadhorse, United States
 584	SZG 	0.00019677	Salzburg, Austria
 585	SLZ 	0.00019677	Marechal Cunha Machado Intl, Brazil
 586	ORF 	0.00019668	Norfolk Intl, United States
 587	TIA 	0.00019590	Tirana Rinas, Albania
 588	ZTH 	0.00019577	Dionysios Solomos, Greece
 589	SCQ 	0.00019537	Santiago, Spain
 590	NAT 	0.00019495	Augusto Severo, Brazil
 591	PVD 	0.00019415	Theodore Francis Green State, United States
 592	LEJ 	0.00019278	Leipzig Halle, Germany
 593	AHO 	0.00019246	Alghero, Italy
 594	REU 	0.00019207	Reus, Spain
 595	KSM 	0.00019179	St Marys Airport, United States
 596	LET 	0.00019176	Alfredo Vasquez Cobo, Colombia
 597	TRN 	0.00019158	Torino, Italy
 598	TSF 	0.00019151	Treviso, Italy
 599	SXB 	0.00019141	Entzheim, France
 600	SPR 	0.00019065	San Pedro, Belize
 601	ZQN 	0.00018998	Queenstown, New Zealand
 602	YGW 	0.00018982	Kuujjuarapik Airport, Canada
 603	TBS 	0.00018951	Tbilisi, Georgia
 604	DTM 	0.00018901	Dortmund, Germany
 605	BOC 	0.00018886	Bocas Del Toro Intl, Panama
 606	NGS 	0.00018875	Nagasaki, Japan
 607	TMM 	0.00018867	Toamasina, Madagascar
 608	JIJ 	0.00018838	Jijiga Airport, Ethiopia
 609	SDJ 	0.00018786	Sendai, Japan
 610	ANF 	0.00018754	Cerro Moreno Intl, Chile
 611	VBY 	0.00018660	Visby, Sweden
 612	SCO 	0.00018657	Aktau, Kazakhstan
 613	JJN 	0.00018626	Quanzhou Airport, China
 614	BFI 	0.00018585	Boeing Fld King Co Intl, United States
 615	KIH 	0.00018560	Kish Island, Iran
 616	CUZ 	0.00018538	Teniente Alejandro Velasco Astete Intl, Peru
 617	HRG 	0.00018535	Hurghada Intl, Egypt
 618	GRR 	0.00018494	Gerald R Ford Intl, United States
 619	KTW 	0.00018485	Pyrzowice, Poland
 620	NSI 	0.00018448	Yaounde Nsimalen, Cameroon
 621	SUF 	0.00018359	Lamezia Terme, Italy
 622	YRB 	0.00018355	Resolute Bay, Canada
 623	FIH 	0.00018345	Ndjili Intl, Congo (Kinshasa)
 624	BOI 	0.00018340	Boise Air Terminal, United States
 625	RSH 	0.00018337	Russian Mission Airport, United States
 626	RIC 	0.00018336	Richmond Intl, United States
 627	SWA 	0.00018302	Wai Sha Airport, China
 628	YAT 	0.00018245	Attawapiskat Airport, Canada
 629	NUS 	0.00018215	Norsup Airport, Vanuatu
 630	LJU 	0.00018207	Ljubljana, Slovenia
 631	SIP 	0.00018194	Simferopol Intl, Ukraine
 632	TJM 	0.00018181	Roschino, Russia
 633	BIA 	0.00018154	Poretta, France
 634	ZAH 	0.00018130	Zahedan Intl, Iran
 635	MCZ 	0.00018130	Zumbi Dos Palmares, Brazil
 636	KIV 	0.00018116	Chisinau Intl, Moldova
 637	WAA 	0.00018055	Wales Airport, United States
 638	MCG 	0.00018008	McGrath Airport, United States
 639	EXT 	0.00018005	Exeter, United Kingdom
 640	TUL 	0.00018002	Tulsa Intl, United States
 641	FDF 	0.00017865	Le Lamentin, Martinique
 642	YTZ 	0.00017859	City Centre, Canada
 643	DSN 	0.00017788	Ordos Ejin Horo, China
 644	RMQ 	0.00017784	Ching Chuang Kang, Taiwan
 645	LIH 	0.00017780	Lihue, United States
 646	YWM 	0.00017750	Williams Harbour Airport, Canada
 647	BDO 	0.00017747	Husein Sastranegara, Indonesia
 648	MRV 	0.00017730	Mineralnyye Vody, Russia
 649	MVD 	0.00017725	Carrasco Intl, Uruguay
 650	ZAM 	0.00017659	Zamboanga Intl, Philippines
 651	YPX 	0.00017612	Puvirnituq Airport, Canada
 652	JAI 	0.00017594	Jaipur, India
 653	SHX 	0.00017590	Shageluk Airport, United States
 654	FNA 	0.00017582	Freetown Lungi, Sierra Leone
 655	JMK 	0.00017562	Mikonos, Greece
 656	MAG 	0.00017558	Madang, Papua New Guinea
 657	WRO 	0.00017523	Strachowice, Poland
 658	KBL 	0.00017523	Kabul Intl, Afghanistan
 659	ZAD 	0.00017499	Zadar, Croatia
 660	ZSJ 	0.00017491	Sandy Lake Airport, Canada
 661	TUS 	0.00017466	Tucson Intl, United States
 662	LFW 	0.00017457	Gnassingbe Eyadema Intl, Togo
 663	HFN 	0.00017422	Hornafjordur, Iceland
 664	HZK 	0.00017422	Husavik, Iceland
 665	PFJ 	0.00017422	Patreksfjordur, Iceland
 666	SIJ 	0.00017422	Siglufjordur, Iceland
 667	VEY 	0.00017422	Vestmannaeyjar, Iceland
 668	YAV 	0.00017422	Winnipeg St Andrews, Canada
 669	YAW 	0.00017422	Shearwater, Canada
 670	YAZ 	0.00017422	Tofino, Canada
 671	YBB 	0.00017422	Kugaaruk, Canada
 672	YBR 	0.00017422	Brandon Muni, Canada
 673	YCH 	0.00017422	Miramichi, Canada
 674	YCT 	0.00017422	Coronation, Canada
 675	YCW 	0.00017422	Chilliwack, Canada
 676	YDA 	0.00017422	Dawson City, Canada
 677	YDB 	0.00017422	Burwash, Canada
 678	YDC 	0.00017422	Princeton, Canada
 679	YDL 	0.00017422	Dease Lake, Canada
 680	YDN 	0.00017422	Dauphin Barker, Canada
 681	YEN 	0.00017422	Estevan, Canada
 682	YET 	0.00017422	Edson, Canada
 683	YEU 	0.00017422	Eureka, Canada
 684	YFR 	0.00017422	Fort Resolution, Canada
 685	YHB 	0.00017422	Hudson Bay, Canada
 686	YIB 	0.00017422	Atikokan Muni, Canada
 687	YJN 	0.00017422	St Jean, Canada
 688	YKY 	0.00017422	Kindersley, Canada
 689	YKZ 	0.00017422	Buttonville Muni, Canada
 690	YLD 	0.00017422	Chapleau, Canada
 691	YLJ 	0.00017422	Meadow Lake, Canada
 692	YLT 	0.00017422	Alert, Canada
 693	YMA 	0.00017422	Mayo, Canada
 694	YMJ 	0.00017422	Moose Jaw Air Vice Marshal C M Mcewen, Canada
 695	YMW 	0.00017422	Maniwaki, Canada
 696	YMX 	0.00017422	Montreal Intl Mirabel, Canada
 697	YND 	0.00017422	Gatineau, Canada
 698	YNM 	0.00017422	Matagami, Canada
 699	YOC 	0.00017422	Old Crow, Canada
 700	YOD 	0.00017422	Cold Lake, Canada
 701	YPA 	0.00017422	Prince Albert Glass Field, Canada
 702	YPE 	0.00017422	Peace River, Canada
 703	YPG 	0.00017422	Southport, Canada
 704	YPQ 	0.00017422	Peterborough, Canada
 705	YQA 	0.00017422	Muskoka, Canada
 706	YQH 	0.00017422	Watson Lake, Canada
 707	YQV 	0.00017422	Yorkton Muni, Canada
 708	YQW 	0.00017422	North Battleford, Canada
 709	YRI 	0.00017422	Riviere Du Loup, Canada
 710	YRM 	0.00017422	Rocky Mountain House, Canada
 711	YSC 	0.00017422	Sherbrooke, Canada
 712	YSR 	0.00017422	Nanisivik, Canada
 713	YSU 	0.00017422	Summerside, Canada
 714	YTR 	0.00017422	Trenton, Canada
 715	YVC 	0.00017422	La Ronge, Canada
 716	YVG 	0.00017422	Vermilion, Canada
 717	YVT 	0.00017422	Buffalo Narrows, Canada
 718	YVV 	0.00017422	Wiarton, Canada
 719	YWA 	0.00017422	Petawawa, Canada
 720	YWY 	0.00017422	Wrigley, Canada
 721	YXD 	0.00017422	Edmonton City Centre, Canada
 722	YXR 	0.00017422	Timiskaming Rgnl, Canada
 723	YYN 	0.00017422	Swift Current, Canada
 724	YYW 	0.00017422	Armstrong, Canada
 725	YZD 	0.00017422	Downsview, Canada
 726	YZE 	0.00017422	Gore Bay Manitoulin, Canada
 727	YZH 	0.00017422	Slave Lake, Canada
 728	YZU 	0.00017422	Whitecourt, Canada
 729	YZW 	0.00017422	Teslin, Canada
 730	YZX 	0.00017422	Greenwood, Canada
 731	ZFA 	0.00017422	Faro, Canada
 732	ZFM 	0.00017422	Fort Mcpherson, Canada
 733	QFD 	0.00017422	Boufarik, Algeria
 734	HRM 	0.00017422	Hassi R Mel, Algeria
 735	TID 	0.00017422	Bou Chekif, Algeria
 736	QAS 	0.00017422	Ech Cheliff, Algeria
 737	TAF 	0.00017422	Tafaraoui, Algeria
 738	ELG 	0.00017422	El Golea, Algeria
 739	TMX 	0.00017422	Timimoun, Algeria
 740	BYK 	0.00017422	Bouake, Cote d'Ivoire
 741	DJO 	0.00017422	Daloa, Cote d'Ivoire
 742	HGO 	0.00017422	Korhogo, Cote d'Ivoire
 743	MJC 	0.00017422	Man, Cote d'Ivoire
 744	SPY 	0.00017422	San Pedro, Cote d'Ivoire
 745	ASK 	0.00017422	Yamoussoukro, Cote d'Ivoire
 746	AKR 	0.00017422	Akure, Nigeria
 747	QUS 	0.00017422	Gusau, Nigeria
 748	MDI 	0.00017422	Makurdi, Nigeria
 749	MXJ 	0.00017422	Minna New, Nigeria
 750	ZAR 	0.00017422	Zaria, Nigeria
 751	MFQ 	0.00017422	Maradi, Niger
 752	THZ 	0.00017422	Tahoua, Niger
 753	AJY 	0.00017422	Manu Dayak, Niger
 754	ZND 	0.00017422	Zinder, Niger
 755	GAF 	0.00017422	Gafsa, Tunisia
 756	GAE 	0.00017422	Gabes, Tunisia
 757	EBM 	0.00017422	El Borma, Tunisia
 758	LRL 	0.00017422	Niamtougou International, Togo
 759	QKT 	0.00017422	Wevelgem, Belgium
 760	OST 	0.00017422	Oostende, Belgium
 761	BBJ 	0.00017422	Bautzen, Germany
 762	AOC 	0.00017422	Altenburg Nobitz, Germany
 763	4I7 	0.00017422	Putnam County Airport, United States
 764	BBH 	0.00017422	Barth, Germany
 765	THF 	0.00017422	Tempelhof, Germany
 766	MHG 	0.00017422	Mannheim City, Germany
 767	XFW 	0.00017422	Hamburg Finkenwerder, Germany
 768	KEL 	0.00017422	Kiel Holtenau, Germany
 769	ZCA 	0.00017422	Arnsberg Menden, Germany
 770	ESS 	0.00017422	Essen Mulheim, Germany
 771	MGL 	0.00017422	Monchengladbach, Germany
 772	AGB 	0.00017422	Augsburg, Germany
 773	OBF 	0.00017422	Oberpfaffenhofen, Germany
 774	SZW 	0.00017422	Schwerin Parchim, Germany
 775	ZSN 	0.00017422	Stendal Borstel, Germany
 776	BYU 	0.00017422	Bayreuth, Germany
 777	HOQ 	0.00017422	Hof Plauen, Germany
 778	ZNV 	0.00017422	Koblenz Winningen, Germany
 779	ZQF 	0.00017422	Trier Fohren, Germany
 780	ZQC 	0.00017422	Speyer, Germany
 781	ZQL 	0.00017422	Donaueschingen Villingen, Germany
 782	BWE 	0.00017422	Braunschweig Wolfsburg, Germany
 783	BRV 	0.00017422	Bremerhaven, Germany
 784	EME 	0.00017422	Emden, Germany
 785	WVN 	0.00017422	Wilhelmshaven Mariensiel, Germany
 786	BMK 	0.00017422	Borkum, Germany
 787	NRD 	0.00017422	Norderney, Germany
 788	FLF 	0.00017422	Flensburg Schaferhaus, Germany
 789	EPU 	0.00017422	Parnu, Estonia
 790	ENF 	0.00017422	Enontekio, Finland
 791	KEV 	0.00017422	Halli, Finland
 792	HEM 	0.00017422	Helsinki Malmi, Finland
 793	HYV 	0.00017422	Hyvinkaa, Finland
 794	JYV 	0.00017422	Jyvaskyla, Finland
 795	KAU 	0.00017422	Kauhava, Finland
 796	MIK 	0.00017422	Mikkeli, Finland
 797	SOT 	0.00017422	Sodankyla, Finland
 798	QVY 	0.00017422	Utti, Finland
 799	VRK 	0.00017422	Varkaus, Finland
 800	ENK 	0.00017422	St Angelo, United Kingdom
 801	CVT 	0.00017422	Coventry, United Kingdom
 802	LYE 	0.00017422	Lyneham, United Kingdom
 803	YEO 	0.00017422	Yeovilton, United Kingdom
 804	SWS 	0.00017422	Swansea, United Kingdom
 805	PLH 	0.00017422	Plymouth, United Kingdom
 806	QLA 	0.00017422	Lasham, United Kingdom
 807	ESH 	0.00017422	Shoreham, United Kingdom
 808	BQH 	0.00017422	Biggin Hill, United Kingdom
 809	FAB 	0.00017422	Farnborough, United Kingdom
 810	BBS 	0.00017422	Blackbushe, United Kingdom
 811	LYX 	0.00017422	Lydd, United Kingdom
 812	CAX 	0.00017422	Carlisle, United Kingdom
 813	BWF 	0.00017422	Walney Island, United Kingdom
 814	CEG 	0.00017422	Hawarden, United Kingdom
 815	SDZ 	0.00017422	Scatsta, United Kingdom
 816	ADX 	0.00017422	Leuchars, United Kingdom
 817	LMO 	0.00017422	Lossiemouth, United Kingdom
 818	FZO 	0.00017422	Bristol Filton, United Kingdom
 819	MHZ 	0.00017422	Mildenhall, United Kingdom
 820	FFD 	0.00017422	Fairford, United Kingdom
 821	BZZ 	0.00017422	Brize Norton, United Kingdom
 822	ODH 	0.00017422	Odiham, United Kingdom
 823	NHT 	0.00017422	Northolt, United Kingdom
 824	QCY 	0.00017422	Coningsby, United Kingdom
 825	BEQ 	0.00017422	Honington, United Kingdom
 826	WTN 	0.00017422	Waddington, United Kingdom
 827	KNF 	0.00017422	Marham, United Kingdom
 828	DHR 	0.00017422	De Kooy, Netherlands
 829	LWR 	0.00017422	Leeuwarden, Netherlands
 830	UTC 	0.00017422	Soesterberg, Netherlands
 831	ENS 	0.00017422	Twenthe, Netherlands
 832	LID 	0.00017422	Valkenburg, Netherlands
 833	WOE 	0.00017422	Woensdrecht, Netherlands
 834	GWY 	0.00017422	Galway, Ireland
 835	SXL 	0.00017422	Sligo, Ireland
 836	ODE 	0.00017422	Odense, Denmark
 837	SKS 	0.00017422	Skrydstrup, Denmark
 838	TED 	0.00017422	Thisted, Denmark
 839	STA 	0.00017422	Stauning, Denmark
 840	FAN 	0.00017422	Lista, Norway
 841	NTB 	0.00017422	Notodden, Norway
 842	OLA 	0.00017422	Orland, Norway
 843	OSP 	0.00017422	Redzikowo, Poland
 844	IEG 	0.00017422	Babimost, Poland
 845	LDK 	0.00017422	Lidkoping, Sweden
 846	KVB 	0.00017422	Skovde, Sweden
 847	THN 	0.00017422	Trollhattan Vanersborg, Sweden
 848	KSK 	0.00017422	Karlskoga, Sweden
 849	MXX 	0.00017422	Mora, Sweden
 850	KID 	0.00017422	Kristianstad, Sweden
 851	JLD 	0.00017422	Landskrona, Sweden
 852	OSK 	0.00017422	Oskarshamn, Sweden
 853	HUV 	0.00017422	Hudiksvall, Sweden
 854	KRF 	0.00017422	Kramfors Solleftea, Sweden
 855	ORB 	0.00017422	Orebro, Sweden
 856	BLE 	0.00017422	Borlange, Sweden
 857	HLF 	0.00017422	Hultsfred, Sweden
 858	GVX 	0.00017422	Gavle, Sweden
 859	SPM 	0.00017422	Spangdahlem Ab, Germany
 860	RMS 	0.00017422	Ramstein Ab, Germany
 861	GHF 	0.00017422	Giebelstadt Aaf, Germany
 862	ZCN 	0.00017422	Celle, Germany
 863	ZNF 	0.00017422	Hanau Aaf, Germany
 864	GKE 	0.00017422	Geilenkirchen, Germany
 865	FEL 	0.00017422	Furstenfeldbruck, Germany
 866	GUT 	0.00017422	Gutersloh, Germany
 867	ALJ 	0.00017422	Alexander Bay, South Africa
 868	AGZ 	0.00017422	Aggeneys, South Africa
 869	BIY 	0.00017422	Bhisho, South Africa
 870	GCJ 	0.00017422	Grand Central, South Africa
 871	KLZ 	0.00017422	Kleinsee, South Africa
 872	LAY 	0.00017422	Ladysmith, South Africa
 873	MGH 	0.00017422	Margate, South Africa
 874	MEZ 	0.00017422	Messina, South Africa
 875	NCS 	0.00017422	Newcastle, South Africa
 876	DUH 	0.00017422	Oudtshoorn, South Africa
 877	NTY 	0.00017422	Pilanesberg Intl, South Africa
 878	UTW 	0.00017422	Queenstown, South Africa
 879	SBU 	0.00017422	Springbok, South Africa
 880	SIS 	0.00017422	Sishen, South Africa
 881	SZK 	0.00017422	Skukuza, South Africa
 882	LTA 	0.00017422	Tzaneen, South Africa
 883	ULD 	0.00017422	Prince Mangosuthu Buthelezi, South Africa
 884	VRU 	0.00017422	Vryburg, South Africa
 885	VIR 	0.00017422	Virginia, South Africa
 886	PRY 	0.00017422	Wonderboom, South Africa
 887	WEL 	0.00017422	Welkom, South Africa
 888	JWA 	0.00017422	Jwaneng, Botswana
 889	PKW 	0.00017422	Selebi Phikwe, Botswana
 890	FTX 	0.00017422	Owando, Congo (Kinshasa)
 891	OUE 	0.00017422	Ouesso, Congo (Kinshasa)
 892	BBT 	0.00017422	Berberati, Central African Republic
 893	TKC 	0.00017422	Tiko, Cameroon
 894	FOM 	0.00017422	Foumban Nkounja, Cameroon
 895	BFX 	0.00017422	Bafoussam, Cameroon
 896	BPC 	0.00017422	Bamenda, Cameroon
 897	YAO 	0.00017422	Yaounde Ville, Cameroon
 898	KIW 	0.00017422	Southdowns, Zambia
 899	NWA 	0.00017422	Bandaressalam, Comoros
 900	AJN 	0.00017422	Ouani, Comoros
 901	ZVA 	0.00017422	Miandrivazo, Madagascar
 902	ZWA 	0.00017422	Andapa, Madagascar
 903	AMB 	0.00017422	Ambilobe, Madagascar
 904	HVA 	0.00017422	Analalava, Madagascar
 905	BPY 	0.00017422	Besalampy, Madagascar
 906	VOH 	0.00017422	Vohimarina, Madagascar
 907	WAI 	0.00017422	Ambalabe, Madagascar
 908	WFI 	0.00017422	Fianarantsoa, Madagascar
 909	RVA 	0.00017422	Farafangana, Madagascar
 910	WVK 	0.00017422	Manakara, Madagascar
 911	MNJ 	0.00017422	Mananjary, Madagascar
 912	MXM 	0.00017422	Morombe, Madagascar
 913	BUG 	0.00017422	Benguela, Angola
 914	CPX 	0.00017422	Culebra Airport, Puerto Rico
 915	GXG 	0.00017422	Negage, Angola
 916	PBN 	0.00017422	Porto Amboim, Angola
 917	UGO 	0.00017422	Uige, Angola
 918	XGN 	0.00017422	Xangongo, Angola
 919	OYE 	0.00017422	Oyem, Gabon
 920	OKN 	0.00017422	Okondja, Gabon
 921	LBQ 	0.00017422	Lambarene, Gabon
 922	BMM 	0.00017422	Bitam, Gabon
 923	POG 	0.00017422	Port Gentil, Gabon
 924	OMB 	0.00017422	Omboue Hopital, Gabon
 925	MKU 	0.00017422	Makokou, Gabon
 926	MVB 	0.00017422	Mvengue, Gabon
 927	PCP 	0.00017422	Principe, Sao Tome and Principe
 928	MZB 	0.00017422	Mocimboa Da Praia, Mozambique
 929	MNC 	0.00017422	Nacala, Mozambique
 930	DES 	0.00017422	Desroches, Seychelles
 931	AEH 	0.00017422	Abeche, Chad
 932	MQQ 	0.00017422	Moundou, Chad
 933	FYT 	0.00017422	Faya Largeau, Chad
 934	BFO 	0.00017422	Buffalo Range, Zimbabwe
 935	KAB 	0.00017422	Kariba Intl, Zimbabwe
 936	MVZ 	0.00017422	Masvingo Intl, Zimbabwe
 937	GWE 	0.00017422	Gweru Thornhill, Zimbabwe
 938	WKM 	0.00017422	Hwange National Park, Zimbabwe
 939	KGJ 	0.00017422	Karonga, Malawi
 940	ZZU 	0.00017422	Mzuzu, Malawi
 941	NLO 	0.00017422	Ndolo, Congo (Kinshasa)
 942	MNB 	0.00017422	Muanda, Congo (Kinshasa)
 943	FDU 	0.00017422	Bandundu, Congo (Kinshasa)
 944	KKW 	0.00017422	Kikwit, Congo (Kinshasa)
 945	MDK 	0.00017422	Mbandaka, Congo (Kinshasa)
 946	BDT 	0.00017422	Gbadolite, Congo (Kinshasa)
 947	GMA 	0.00017422	Gemena, Congo (Kinshasa)
 948	LIQ 	0.00017422	Lisala, Congo (Kinshasa)
 949	FKI 	0.00017422	Kisangani Simisini, Congo (Kinshasa)
 950	IRP 	0.00017422	Matari, Congo (Kinshasa)
 951	BUX 	0.00017422	Bunia, Congo (Kinshasa)
 952	BKY 	0.00017422	Bukavu Kavumu, Congo (Kinshasa)
 953	GOM 	0.00017422	Goma, Congo (Kinshasa)
 954	KND 	0.00017422	Kindu, Congo (Kinshasa)
 955	KWZ 	0.00017422	Kolwezi, Congo (Kinshasa)
 956	FMI 	0.00017422	Kalemie, Congo (Kinshasa)
 957	KMN 	0.00017422	Kamina Base, Congo (Kinshasa)
 958	KGA 	0.00017422	Kananga, Congo (Kinshasa)
 959	MJM 	0.00017422	Mbuji Mayi, Congo (Kinshasa)
 960	GAQ 	0.00017422	Gao, Mali
 961	KYS 	0.00017422	Kayes Dag Dag, Mali
 962	MZI 	0.00017422	Ambodedjo, Mali
 963	TOM 	0.00017422	Tombouctou, Mali
 964	ERH 	0.00017422	Moulay Ali Cherif, Morocco
 965	MEK 	0.00017422	Bassatine, Morocco
 966	NNA 	0.00017422	Kenitra, Morocco
 967	TTU 	0.00017422	Saniat Rmel, Morocco
 968	CSK 	0.00017422	Cap Skiring, Senegal
 969	KLC 	0.00017422	Kaolack, Senegal
 970	XLS 	0.00017422	Saint Louis, Senegal
 971	BXE 	0.00017422	Bakel, Senegal
 972	KGG 	0.00017422	Kedougou, Senegal
 973	TUD 	0.00017422	Tambacounda, Senegal
 974	IEO 	0.00017422	Aioun El Atrouss, Mauritania
 975	TIY 	0.00017422	Tidjikja, Mauritania
 976	KFA 	0.00017422	Kiffa, Mauritania
