##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
4686	CEN 	0.00005357	Ciudad Obregon Intl, Mexico
4687	MXL 	0.00005357	General Rodolfo Sanchez Taboada Intl, Mexico
4688	FUT 	0.00005356	Pointe Vele Airport, Wallis and Futuna
4689	ERF 	0.00005356	Erfurt, Germany
4690	STD 	0.00005356	Mayor Buenaventura Vivas, Venezuela
4691	SWF 	0.00005344	Stewart Intl, United States
4692	KZO 	0.00005335	Kzyl-Orda, Kazakhstan
4693	PIS 	0.00005333	Biard, France
4694	SLP 	0.00005329	Ponciano Arriaga Intl, Mexico
4695	PMF 	0.00005328	Parma, Italy
4696	BEJ 	0.00005322	Barau(Kalimaru) Airport, Indonesia
4697	VXC 	0.00005319	Lichinga, Mozambique
4698	YYB 	0.00005315	North Bay, Canada
4699	OPU 	0.00005314	Balimo Airport, Papua New Guinea
4700	RTW 	0.00005314	Central, Russia
4701	VAA 	0.00005313	Vaasa, Finland
4702	KTT 	0.00005310	Kittila, Finland
4703	RMP 	0.00005303	Rampart Airport, United States
4704	CEM 	0.00005303	Central Airport, United States
4705	HKB 	0.00005303	Healy River Airport, United States
4706	MLY 	0.00005303	Manley Hot Springs Airport, United States
4707	ELD 	0.00005299	South Arkansas Rgnl At Goodwin Fld, United States
4708	HOT 	0.00005299	Memorial Field, United States
4709	BLJ 	0.00005288	Batna Airport, Algeria
4710	HLH 	0.00005286	Ulanhot Airport, China
4711	NOJ 	0.00005269	Noyabrsk, Russia
4712	EYK 	0.00005260	Beloyarsky, Russia
4713	YGP 	0.00005258	Gaspe, Canada
4714	FUN 	0.00005253	Funafuti International, Tuvalu
4715	VBV 	0.00005253	Vanua Balavu Airport, Fiji
4716	LKB 	0.00005253	Lakeba Island Airport, Fiji
4717	ICI 	0.00005253	Cicia Airport, Fiji
4718	RSD 	0.00005246	Rock Sound, Bahamas
4719	KWJ 	0.00005245	Gwangju, South Korea
4720	LDE 	0.00005242	Lourdes, France
4721	YFC 	0.00005238	Fredericton, Canada
4722	GIS 	0.00005238	Gisborne, New Zealand
4723	WRE 	0.00005238	Whangarei, New Zealand
4724	PXO 	0.00005236	Porto Santo, Portugal
4725	MOL 	0.00005232	Aro, Norway
4726	ZVK 	0.00005231	Savannakhet, Laos
4727	WVB 	0.00005228	Walvis Bay Airport, Namibia
4728	ACX 	0.00005228	Xingyi Airport, China
4729	TKP 	0.00005223	Takapoto, French Polynesia
4730	MGW 	0.00005222	Morgantown Muni Walter L Bill Hart Fld, United States
4731	IVC 	0.00005210	Invercargill, New Zealand
4732	GNY 	0.00005201	Sanliurfa GAP, Turkey
4733	COQ 	0.00005195	Choibalsan Airport, Mongolia
4734	HME 	0.00005189	Oued Irara, Algeria
4735	MTJ 	0.00005184	Montrose Regional Airport, United States
4736	EGE 	0.00005184	Eagle Co Rgnl, United States
4737	LBE 	0.00005182	Arnold Palmer Regional Airport, United States
4738	SSR 	0.00005178	Sara Airport, Vanuatu
4739	WLH 	0.00005178	Walaha Airport, Vanuatu
4740	DJG 	0.00005172	Tiska, Algeria
4741	GWD 	0.00005171	Gwadar, Pakistan
4742	SBZ 	0.00005165	Sibiu, Romania
4743	LUZ 	0.00005162	Lublin, Poland
4744	FEN 	0.00005158	Fernando De Noronha, Brazil
4745	GIB 	0.00005155	Gibraltar, Gibraltar
4746	SUN 	0.00005152	Friedman Mem, United States
4747	LYB 	0.00005152	Edward Bodden Airfield, Cayman Islands
4748	SKN 	0.00005148	Skagen, Norway
4749	JIQ 	0.00005146	Zhoubai, China
4750	TUF 	0.00005145	Val De Loire, France
4751	WEI 	0.00005145	Weipa, Australia
4752	MRX 	0.00005141	Mahshahr, Iran
4753	KLV 	0.00005139	Karlovy Vary, Czech Republic
4754	HUY 	0.00005129	Humberside, United Kingdom
4755	XBJ 	0.00005127	Birjand, Iran
4756	RZR 	0.00005127	Ramsar, Iran
4757	VKT 	0.00005117	Vorkuta Airport, Russia
4758	IBR 	0.00005117	Hyakuri, Japan
4759	DRO 	0.00005116	Durango La Plata Co, United States
4760	HPH 	0.00005115	Cat Bi International Airport, Vietnam
4761	TVS 	0.00005110	Sannvhe, China
4762	WEF 	0.00005096	Weifang Airport, China
4763	PPE 	0.00005082	Puerto Penasco, Mexico
4764	JIK 	0.00005074	Ikaria, Greece
4765	DLI 	0.00005074	Dalat, Vietnam
4766	JIU 	0.00005071	Jiujiang Lushan Airport, China
4767	MKM 	0.00005070	Mukah Airport, Malaysia
4768	PSZ 	0.00005068	Tte De Av Salvador Ogaya G, Bolivia
4769	KIR 	0.00005064	Kerry, Ireland
4770	SHP 	0.00005064	Shanhaiguan Airport, China
4771	JTY 	0.00005053	Astypalaia, Greece
4772	YNG 	0.00005051	Youngstown Warren Rgnl, United States
4773	CXF 	0.00005042	Coldfoot Airport, United States
4774	MME 	0.00005039	Durham Tees Valley Airport, United Kingdom
4775	BRM 	0.00005038	Barquisimeto Intl, Venezuela
4776	ZSA 	0.00005035	San Salvador, Bahamas
4777	NCU 	0.00005035	Nukus Airport, Uzbekistan
4778	MGM 	0.00005031	Montgomery Regional Airport , United States
4779	URJ 	0.00005030	Uraj, Russia
4780	MOI 	0.00005028	Mitiaro Island Airport, Cook Islands
4781	MUK 	0.00005028	Mauke Airport, Cook Islands
4782	MGS 	0.00005028	Mangaia Island Airport, Cook Islands
4783	TML 	0.00005028	Tamale, Ghana
4784	AQG 	0.00005027	Anqing Airport, China
4785	YDQ 	0.00005022	Dawson Creek, Canada
4786	PED 	0.00005021	Pardubice, Czech Republic
4787	PLO 	0.00005008	Port Lincoln Airport, Australia
4788	HEA 	0.00005002	Herat, Afghanistan
4789	YXX 	0.00004995	Abbotsford, Canada
4790	CWA 	0.00004994	Central Wisconsin, United States
4791	TTQ 	0.00004990	Aerotortuguero Airport, Costa Rica
4792	MJN 	0.00004988	Philibert Tsiranana, Madagascar
4793	GRV 	0.00004984	Grozny Airport, Russia
4794	AGN 	0.00004979	Angoon Seaplane Base, United States
4795	PEC 	0.00004979	Pelican Seaplane Base, United States
4796	EVV 	0.00004971	Evansville Regional, United States
4797	BKM 	0.00004970	Bakalalan Airport, Malaysia
4798	YCL 	0.00004952	Charlo, Canada
4799	RNB 	0.00004949	Ronneby, Sweden
4800	KRL 	0.00004947	Korla Airport, China
4801	PEU 	0.00004945	Puerto Lempira Airport, Honduras
4802	BYO 	0.00004943	Bonito Airport, Brazil
4803	PXM 	0.00004941	Puerto Escondido Intl, Mexico
4804	AGS 	0.00004937	Augusta Rgnl At Bush Fld, United States
4805	OAJ 	0.00004937	Albert J Ellis, United States
4806	WJR 	0.00004930	Wajir, Kenya
4807	YQG 	0.00004929	Windsor, Canada
4808	NTX 	0.00004925	Ranai Airport, Indonesia
4809	JOL 	0.00004923	Jolo Airport, Philippines
4810	IKI 	0.00004905	Iki, Japan
4811	WMR 	0.00004905	Avaratra, Madagascar
4812	HAS 	0.00004899	Hail, Saudi Arabia
4813	TIR 	0.00004893	Tirupati, India
4814	ULK 	0.00004891	Lensk, Russia
4815	SBY 	0.00004889	Salisbury Ocean City Wicomico Rgnl, United States
4816	KSQ 	0.00004884	Karshi Khanabad Airport, Uzbekistan
4817	NVI 	0.00004884	Navoi Airport, Uzbekistan
4818	PPP 	0.00004872	Proserpine Whitsunday Coast, Australia
4819	BDB 	0.00004872	Bundaberg, Australia
4820	AZS 	0.00004871	Samaná El Catey International Airport, Dominican Republic
4821	TJQ 	0.00004857	H As Hanandjoeddin, Indonesia
4822	LLK 	0.00004848	Lankaran International Airport, Azerbaijan
4823	GYA 	0.00004847	Capitán de Av. Emilio Beltrán Airport, Bolivia
4824	TJU 	0.00004842	Kulob Airport, Tajikistan
4825	MMU 	0.00004841	Morristown Municipal Airport, United States
4826	BSK 	0.00004839	Biskra, Algeria
4827	TST 	0.00004838	Trang, Thailand
4828	NST 	0.00004838	Nakhon Si Thammarat, Thailand
4829	KOP 	0.00004838	Nakhon Phanom, Thailand
4830	MOF 	0.00004837	Wai Oti, Indonesia
4831	WGP 	0.00004837	Mau Hau, Indonesia
4832	SPI 	0.00004837	Abraham Lincoln Capital, United States
4833	SXO 	0.00004834	Sao Felix do Araguaia Airport, Brazil
4834	PPB 	0.00004833	Presidente Prudente, Brazil
4835	CKB 	0.00004832	Harrison Marion Regional Airport, United States
4836	CAC 	0.00004830	Cascavel, Brazil
4837	CCM 	0.00004829	Forquilhinha, Brazil
4838	ABS 	0.00004825	Abu Simbel, Egypt
4839	VKG 	0.00004815	Rach Gia, Vietnam
4840	MBT 	0.00004815	Masbate Airport, Philippines
4841	SUG 	0.00004815	Surigao Airport, Philippines
4842	GPI 	0.00004814	Juan Casiano, Colombia
4843	LYR 	0.00004812	Longyear, Norway
4844	PJA 	0.00004810	Pajala Airport, Sweden
4845	VLS 	0.00004810	Valesdir Airport, Vanuatu
4846	TGH 	0.00004810	Tongoa Island Airport, Vanuatu
4847	LNB 	0.00004810	Lamen Bay Airport, Vanuatu
4848	EAE 	0.00004810	Sangafa Airport, Vanuatu
4849	LOH 	0.00004810	Camilo Ponce Enriquez Airport, Ecuador
4850	CBO 	0.00004808	Cotabato, Philippines
4851	RXS 	0.00004808	Roxas Airport, Philippines
4852	TUG 	0.00004808	Tuguegarao Airport, Philippines
4853	WNP 	0.00004808	Naga Airport, Philippines
4854	ENY 	0.00004807	Yan'an Airport, China
4855	ZSE 	0.00004807	St Pierre Pierrefonds, Reunion
4856	YYL 	0.00004806	Lynn Lake, Canada
4857	TNC 	0.00004805	Tin City LRRS Airport, United States
4858	BUN 	0.00004802	Gerardo Tobar Lopez, Colombia
4859	FLA 	0.00004802	Gustavo Artunduaga Paredes, Colombia
4860	NVA 	0.00004802	Benito Salas, Colombia
4861	SJE 	0.00004802	Jorge E Gonzalez Torres, Colombia
4862	AUC 	0.00004802	Santiago Perez, Colombia
4863	VUP 	0.00004802	Alfonso Lopez Pumarejo, Colombia
4864	EYP 	0.00004802	El Alcaraván Airport, Colombia
4865	KSC 	0.00004800	Kosice, Slovakia
4866	TCZ 	0.00004797	Tengchong Tuofeng Airport, China
4867	HRI 	0.00004795	Mattala Rajapaksa Intl., Sri Lanka
4868	CEC 	0.00004791	Del Norte County Airport, United States
4869	SNW 	0.00004788	Thandwe, Burma
4870	LUW 	0.00004782	Bubung, Indonesia
4871	MLG 	0.00004781	Abdul Rachman Saleh, Indonesia
4872	TCQ 	0.00004775	Coronel Carlos Ciriani Santa Rosa Intl, Peru
4873	AAN 	0.00004769	Al Ain International Airport, United Arab Emirates
4874	AXR 	0.00004769	Arutua, French Polynesia
4875	HOI 	0.00004769	Hao, French Polynesia
4876	ZTA 	0.00004769	Tureia Airport, French Polynesia
4877	LAQ 	0.00004767	La Abraq Airport, Libya
4878	ITH 	0.00004766	Ithaca Tompkins Rgnl, United States
4879	YPR 	0.00004764	Prince Rupert, Canada
4880	MLX 	0.00004761	Erhac, Turkey
4881	ERZ 	0.00004761	Erzurum, Turkey
4882	KSY 	0.00004759	Kars Airport, Turkey
4883	UKS 	0.00004758	Belbek Sevastopol International Airport, Ukraine
4884	NAO 	0.00004755	Nanchong Airport, China
4885	AXD 	0.00004750	Dimokritos, Greece
4886	BHV 	0.00004746	Bahawalpur Airport, Pakistan
4887	VST 	0.00004727	Vasteras, Sweden
4888	PNA 	0.00004726	Pamplona, Spain
4889	AVV 	0.00004723	Avalon, Australia
4890	NLK 	0.00004723	Norfolk Island Intl, Norfolk Island
4891	TMW 	0.00004723	Tamworth, Australia
4892	HVB 	0.00004723	Hervey Bay Airport, Australia
4893	LDH 	0.00004723	Lord Howe Island Airport, Australia
4894	LQM 	0.00004720	Caucaya Airport, Colombia
4895	STW 	0.00004719	Shpakovskoye, Russia
4896	JUZ 	0.00004717	Quzhou Airport, China
4897	YXC 	0.00004717	Canadian Rockies Intl, Canada
4898	FRW 	0.00004715	Francistown, Botswana
4899	OXB 	0.00004706	Osvaldo Vieira International Airport, Guinea-Bissau
4900	AFA 	0.00004705	San Rafael, Argentina
4901	CTC 	0.00004705	Catamarca, Argentina
4902	SDE 	0.00004705	Santiago Del Estero, Argentina
4903	IRJ 	0.00004705	La Rioja, Argentina
4904	CNQ 	0.00004705	Corrientes, Argentina
4905	RES 	0.00004705	Resistencia, Argentina
4906	FMA 	0.00004705	Formosa, Argentina
4907	PSS 	0.00004705	Posadas, Argentina
4908	EQS 	0.00004705	Esquel, Argentina
4909	VDM 	0.00004705	Gobernador Castello, Argentina
4910	PMY 	0.00004705	El Tehuelche, Argentina
4911	RGA 	0.00004705	Rio Grande, Argentina
4912	CPC 	0.00004705	Aviador C Campos, Argentina
4913	RHD 	0.00004705	Termal, Argentina
4914	DDG 	0.00004705	Dandong, China
4915	RST 	0.00004704	Rochester, United States
4916	PUW 	0.00004691	Pullman-Moscow Rgnl, United States
4917	CME 	0.00004687	Ciudad Del Carmen Intl, Mexico
4918	RLK 	0.00004687	Bayannur, China
4919	BQN 	0.00004684	Rafael Hernandez, Puerto Rico
4920	MGB 	0.00004682	Mount Gambier Airport, Australia
4921	OUL 	0.00004680	Oulu, Finland
4922	HDG 	0.00004679	Hebei Handan Airport, China
4923	EUX 	0.00004678	F D Roosevelt, Netherlands Antilles
4924	MQM 	0.00004676	Mardin Airport, Turkey
4925	YLC 	0.00004675	Kimmirut Airport, Canada
4926	DOY 	0.00004672	Dongying Airport, China
4927	XIC 	0.00004672	Qingshan, China
4928	MJD 	0.00004651	Moenjodaro, Pakistan
4929	SDL 	0.00004650	Sundsvall Harnosand, Sweden
4930	UYL 	0.00004650	Nyala Airport, Sudan
4931	EGN 	0.00004650	Geneina Airport, Sudan
4932	BNI 	0.00004647	Benin, Nigeria
4933	CBQ 	0.00004647	Calabar, Nigeria
4934	ENU 	0.00004647	Enugu, Nigeria
4935	QOW 	0.00004647	Imo Airport, Nigeria
4936	QRW 	0.00004647	Warri Airport, Nigeria
4937	KKR 	0.00004640	Kaukura, French Polynesia
4938	WSN 	0.00004640	South Naknek Airport, United States
4939	GRI 	0.00004638	Central Nebraska Regional Airport, United States
4940	OVS 	0.00004636	Sovetsky Tyumenskaya Airport, Russia
4941	SNE 	0.00004636	Preguica, Cape Verde
4942	KJI 	0.00004634	Kanas Airport, China
4943	GZP 	0.00004633	Gazipasa Airport, Turkey
4944	JNZ 	0.00004633	Jinzhou Airport, China
4945	UII 	0.00004628	Utila Airport, Honduras
4946	SLI 	0.00004626	Solwesi Airport, Zambia
4947	SDN 	0.00004626	Anda Airport, Norway
4948	VAS 	0.00004625	Sivas, Turkey
4949	KTE 	0.00004623	Kerteh, Malaysia
4950	EBJ 	0.00004616	Esbjerg, Denmark
4951	RLG 	0.00004616	Laage, Germany
4952	NDB 	0.00004612	Nouadhibou, Mauritania
4953	RSU 	0.00004596	Yeosu, South Korea
4954	USN 	0.00004596	Ulsan, South Korea
4955	KPO 	0.00004596	Pohang, South Korea
4956	HYG 	0.00004595	Hydaburg Seaplane Base, United States
4957	KPB 	0.00004595	Point Baker Seaplane Base, United States
4958	KCC 	0.00004595	Coffman Cove Seaplane Base, United States
4959	BWA 	0.00004589	Bhairahawa, Nepal
4960	PKR 	0.00004589	Pokhara, Nepal
4961	DHI 	0.00004589	Dhangarhi, Nepal
4962	BHR 	0.00004589	Bharatpur Airport, Nepal
4963	BDP 	0.00004589	Chandragadhi Airport, Nepal
4964	KEP 	0.00004589	Nepalgunj Airport, Nepal
4965	MWX 	0.00004588	Muan, South Korea
4966	DGE 	0.00004587	Mudgee Airport, Australia
4967	FBE 	0.00004583	Paulo Abdala Airport, Brazil
4968	BSC 	0.00004582	Jose Celestino Mutis, Colombia
4969	HIN 	0.00004579	Sacheon Air Base, South Korea
4970	HYS 	0.00004574	Hays Regional Airport, United States
4971	OAG 	0.00004574	Orange Airport, Australia
4972	KUD 	0.00004556	Kudat Airport, Malaysia
4973	YRA 	0.00004548	Rae Lakes Airport, Canada
4974	YSG 	0.00004548	Lutselk'e Airport, Canada
4975	YLE 	0.00004548	Whatì Airport, Canada
4976	LRM 	0.00004546	Casa De Campo Intl, Dominican Republic
4977	YKF 	0.00004545	Waterloo, Canada
4978	HGA 	0.00004544	Egal Intl, Somalia
4979	WMX 	0.00004542	Wamena, Indonesia
4980	MKQ 	0.00004542	Mopah, Indonesia
4981	YSJ 	0.00004541	Saint John, Canada
4982	EPR 	0.00004538	Esperance Airport, Australia
4983	ELM 	0.00004530	Elmira Corning Rgnl, United States
4984	KBU 	0.00004529	Stagen Airport, Indonesia
4985	DMU 	0.00004520	Dimapur Airport, India
4986	SJZ 	0.00004517	Sao Jorge, Portugal
4987	ESU 	0.00004517	Mogador Airport, Morocco
4988	CFR 	0.00004510	Carpiquet, France
4989	VIG 	0.00004508	Juan Pablo Pérez Alfonso Airport, Venezuela
4990	PHS 	0.00004499	Phitsanulok, Thailand
4991	NNT 	0.00004499	Nan, Thailand
4992	MAQ 	0.00004499	Mae Sot Airport, Thailand
4993	BXB 	0.00004488	Babo, Indonesia
4994	CIX 	0.00004481	Capt Jose A Quinones Gonzales Intl, Peru
4995	AYP 	0.00004481	Coronel Fap Alfredo Mendivil Duarte, Peru
4996	ANS 	0.00004481	Andahuaylas, Peru
4997	TRU 	0.00004481	Capitan Carlos Martinez De Pinillos, Peru
4998	CJA 	0.00004481	Mayor General FAP Armando Revoredo Iglesias Airport, Peru
4999	HUU 	0.00004481	Alferez Fap David Figueroa Fernandini Airport, Peru
5000	UKX 	0.00004478	Ust-Kut, Russia
5001	POJ 	0.00004477	Patos de Minas Airport, Brazil
5002	CPR 	0.00004476	Natrona Co Intl, United States
5003	TMS 	0.00004469	Sao Tome Intl, Sao Tome and Principe
5004	AGF 	0.00004466	La Garenne, France
5005	PLX 	0.00004466	Semipalatinsk, Kazakhstan
5006	LGI 	0.00004464	Deadmans Cay, Bahamas
5007	SML 	0.00004464	Stella Maris, Bahamas
5008	CZS 	0.00004463	Cruzeiro do Sul, Brazil
5009	PLQ 	0.00004463	Palanga Intl, Lithuania
5010	LFT 	0.00004458	Lafayette Rgnl, United States
5011	MLU 	0.00004458	Monroe Rgnl, United States
5012	GRK 	0.00004458	Robert Gray Aaf, United States
5013	AEX 	0.00004458	Alexandria Intl, United States
5014	PXU 	0.00004454	Pleiku Airport, Vietnam
5015	AVN 	0.00004450	Caumont, France
5016	BLZ 	0.00004450	Chileka Intl, Malawi
5017	AKY 	0.00004445	Sittwe, Burma
5018	SZA 	0.00004439	Soyo, Angola
5019	WBM 	0.00004435	Wapenamanda Airport, Papua New Guinea
5020	MDU 	0.00004435	Mendi Airport, Papua New Guinea
5021	YQF 	0.00004430	Red Deer Regional, Canada
5022	AZO 	0.00004429	Kalamazoo, United States
5023	LSE 	0.00004429	La Crosse Municipal, United States
5024	MBS 	0.00004429	Mbs Intl, United States
5025	HDS 	0.00004424	Hoedspruit Afb, South Africa
5026	KIM 	0.00004424	Kimberley, South Africa
5027	UTN 	0.00004424	Upington, South Africa
5028	LPP 	0.00004423	Lappeenranta, Finland
5029	HEK 	0.00004415	Heihe Airport, China
5030	JGD 	0.00004415	Jiagedaqi Airport, China
5031	CXB 	0.00004413	Coxs Bazar, Bangladesh
5032	JSR 	0.00004413	Jessore, Bangladesh
5033	EUN 	0.00004412	Hassan I Airport, Western Sahara
5034	IQN 	0.00004409	Qingyang Airport, China
5035	MMH 	0.00004396	Mammoth Yosemite Airport, United States
5036	YTM 	0.00004395	Riviere Rouge - Mont-Tremblant International Inc. Airport, Canada
5037	FNI 	0.00004394	Garons, France
5038	SMX 	0.00004392	Santa Maria Pub Cpt G Allan Hancock Airport, United States
5039	EWN 	0.00004390	Craven Co Rgnl, United States
5040	AAX 	0.00004385	Araxa Airport, Brazil
5041	HMI 	0.00004384	Hami Airport, China
5042	YGJ 	0.00004384	Yonago Kitaro, Japan
5043	NQU 	0.00004380	Reyes Murillo Airport, Colombia
5044	ABT 	0.00004370	Al Baha, Saudi Arabia
5045	BHH 	0.00004370	Bisha, Saudi Arabia
5046	EAM 	0.00004370	Nejran, Saudi Arabia
5047	DNR 	0.00004369	Pleurtuit, France
5048	JLR 	0.00004356	Jabalpur, India
5049	STV 	0.00004356	Surat, India
5050	HHH 	0.00004356	Hilton Head, United States
5051	ULV 	0.00004355	Barataevka, Russia
5052	BCM 	0.00004353	Bacau, Romania
5053	RCH 	0.00004344	Almirante Padilla, Colombia
5054	NOZ 	0.00004331	Spichenkovo Airport, Russia
5055	RAJ 	0.00004325	Rajkot, India
5056	SMA 	0.00004323	Santa Maria, Portugal
5057	RJA 	0.00004323	Rajahmundry, India
5058	ERI 	0.00004319	Erie Intl Tom Ridge Fld, United States
5059	EWB 	0.00004312	New Bedford Regional Airport, United States
5060	SBP 	0.00004311	San Luis County Regional Airport, United States
5061	ABA 	0.00004311	Abakan, Russia
5062	BNS 	0.00004308	Barinas, Venezuela
5063	XCR 	0.00004304	Vatry, France
5064	BMO 	0.00004285	Banmaw Airport, Burma
5065	KMV 	0.00004285	Kalay Airport, Myanmar
5066	AZN 	0.00004284	Andizhan Airport, Uzbekistan
5067	AXM 	0.00004278	El Eden, Colombia
5068	BGM 	0.00004278	Greater Binghamton Edwin A Link Fld, United States
5069	SCE 	0.00004278	University Park Airport, United States
5070	BCA 	0.00004274	Gustavo Rizo, Cuba
5071	BYM 	0.00004274	Carlos Manuel De Cespedes, Cuba
5072	MOA 	0.00004274	Orestes Acosta, Cuba
5073	MZO 	0.00004274	Sierra Maestra, Cuba
5074	CIW 	0.00004265	Canouan, Saint Vincent and the Grenadines
5075	BHB 	0.00004252	Hancock County - Bar Harbor, United States
5076	HJJ 	0.00004251	Zhijiang Airport, China
5077	JXA 	0.00004239	Jixi Airport, China
5078	ERC 	0.00004236	Erzincan, Turkey
5079	BAL 	0.00004236	Batman, Turkey
5080	MSR 	0.00004236	Mus Airport, Turkey
5081	IGD 	0.00004236	Igdir, Turkey
5082	ZHY 	0.00004235	Zhongwei Xiangshan Airport, China
5083	KLU 	0.00004232	Woerthersee International Airport, Austria
5084	SCT 	0.00004212	Socotra Intl, Yemen
5085	LUV 	0.00004210	Dumatubun Airport, Indonesia
5086	MQF 	0.00004209	Magnitogorsk, Russia
5087	BEB 	0.00004209	Benbecula, United Kingdom
5088	MPN 	0.00004208	Mount Pleasant, Falkland Islands
5089	TOD 	0.00004197	Pulau Tioman, Malaysia
5090	RDN 	0.00004197	Redang, Malaysia
5091	UIP 	0.00004194	Pluguffan, France
5092	LYP 	0.00004192	Faisalabad Intl, Pakistan
5093	DEA 	0.00004192	Dera Ghazi Khan Airport, Pakistan
5094	AKK 	0.00004186	Akhiok Airport, United States
5095	KLN 	0.00004186	Larsen Bay Airport, United States
5096	AOS 	0.00004186	Amook Bay Seaplane Base, United States
5097	UBJ 	0.00004185	Yamaguchi Ube, Japan
5098	TKS 	0.00004185	Tokushima, Japan
5099	BDH 	0.00004182	Bandar Lengeh, Iran
5100	ASJ 	0.00004170	Amami, Japan
5101	GAJ 	0.00004170	Yamagata, Japan
5102	MSJ 	0.00004170	Misawa Ab, Japan
5103	IWJ 	0.00004170	Iwami Airport, Japan
5104	YAP 	0.00004161	Yap Intl, Micronesia
5105	HGN 	0.00004160	Mae Hong Son, Thailand
5106	KIS 	0.00004148	Kisumu, Kenya
5107	CSH 	0.00004137	Solovki Airport, Russia
5108	KSZ 	0.00004137	Kotlas Airport, Russia
5109	LDG 	0.00004137	Leshukonskoye Airport, Russia
5110	UYU 	0.00004135	Uyuni Airport, Bolivia
5111	ILI 	0.00004135	Iliamna, United States
5112	ADK 	0.00004135	Adak Airport, United States
5113	EBU 	0.00004130	Boutheon, France
5114	AKU 	0.00004126	Aksu Airport, China
5115	KCA 	0.00004126	Kuqa Airport, China
5116	AAY 	0.00004120	Al Ghaidah Intl, Yemen
5117	TPQ 	0.00004109	Tepic, Mexico
5118	CLQ 	0.00004109	Colima, Mexico
5119	LMN 	0.00004093	Limbang, Malaysia
5120	KZR 	0.00004089	Zafer, Turkey
5121	LWT 	0.00004085	Lewistown Municipal Airport, United States
5122	TKD 	0.00004084	Takoradi, Ghana
5123	PAG 	0.00004083	Pagadian, Philippines
5124	CRM 	0.00004076	Catarman National Airport, Philippines
5125	CYP 	0.00004076	Calbayog Airport, Philippines
5126	BSO 	0.00004076	Basco Airport, Philippines
5127	CPE 	0.00004066	Ingeniero Alberto Acuna Ongay Intl, Mexico
5128	MAM 	0.00004066	General Servando Canales Intl, Mexico
5129	AQJ 	0.00004063	Aqaba King Hussein Intl, Jordan
5130	PBP 	0.00004061	Islita Airport, Costa Rica
5131	PVU 	0.00004041	Provo Municipal Airport, United States
5132	TMT 	0.00004040	Trombetas, Brazil
5133	SDG 	0.00004033	Sanandaj, Iran
5134	AFZ 	0.00004033	Sabzevar National Airport, Iran
5135	BJB 	0.00004033	Bojnourd Airport, Iran
5136	BXR 	0.00004033	Bam Airport, Iran
5137	KHD 	0.00004033	Khoram Abad Airport, Iran
5138	PFQ 	0.00004033	Parsabade Moghan Airport, Iran
5139	IIL 	0.00004033	Ilam Airport, Iran
5140	ACP 	0.00004033	Sahand Airport, Iran
5141	YES 	0.00004033	Yasuj Airport, Iran
5142	MNX 	0.00004030	Manicore, Brazil
5143	PIN 	0.00004030	Julio Belem Airport, Brazil
5144	IRZ 	0.00004030	Tapuruquara Airport, Brazil
